#! FIELDS time dist_d opt.x opt.y opt.z opt.loss opt.step bias.bias
 0.000000    1.116    0.389    0.405   -0.827   94.471    0.218    0.000
 1.000000    1.150    0.389    0.405   -0.827   98.106    0.217    5.091
 2.000000    1.137    0.389    0.405   -0.827   98.016    0.222    0.345
 3.000000    1.120    0.389    0.405   -0.827   96.015    0.195    0.320
 4.000000    1.121    0.389    0.405   -0.827   97.017    0.210    0.858
 5.000000    1.136    0.389    0.405   -0.827   96.597    0.210    1.489
 6.000000    1.105    0.389    0.405   -0.827   99.957    0.219    0.088
 7.000000    1.139    0.389    0.405   -0.827  102.222    0.213    0.096
 8.000000    1.122    0.389    0.405   -0.827   85.518    0.211    1.054
 9.000000    1.110    0.389    0.405   -0.827  100.617    0.198    0.198
 10.000000    1.169    0.389    0.405   -0.827   85.997    0.202    1.096
 11.000000    1.144    0.389    0.405   -0.827   96.702    0.211    1.001
 12.000000    1.134    0.389    0.405   -0.827   97.373    0.213    0.515
 13.000000    1.153    0.389    0.405   -0.827  100.674    0.199    0.259
 14.000000    1.166    0.389    0.405   -0.827  100.574    0.209    0.501
 15.000000    1.116    0.389    0.405   -0.827   94.858    0.188    1.074
 16.000000    1.146    0.389    0.405   -0.827   96.769    0.211    1.757
 17.000000    1.128    0.389    0.405   -0.827   94.487    0.203    0.019
 18.000000    1.108    0.389    0.405   -0.827   96.738    0.217    0.420
 19.000000    1.124    0.389    0.405   -0.827   97.475    0.197    1.220
 20.000000    1.117    0.389    0.405   -0.827  100.487    0.201    0.695
 21.000000    1.123    0.389    0.405   -0.827  103.497    0.207    0.421
 22.000000    1.144    0.389    0.405   -0.827   93.904    0.200    1.521
 23.000000    1.129    0.389    0.405   -0.827   94.825    0.211    0.030
 24.000000    1.110    0.389    0.405   -0.827   95.050    0.205    0.125
 25.000000    1.103    0.389    0.405   -0.827   92.000    0.221    0.043
 26.000000    1.104    0.389    0.405   -0.827   95.202    0.204    0.012
 27.000000    1.141    0.389    0.405   -0.827   94.941    0.213    0.004
 28.000000    1.123    0.389    0.405   -0.827  102.221    0.208    1.956
 29.000000    1.149    0.389    0.405   -0.827   94.234    0.225    0.700
 30.000000    1.141    0.389    0.405   -0.827   93.556    0.212    0.830
 31.000000    1.172    0.389    0.405   -0.827   93.139    0.206    0.279
 32.000000    1.117    0.389    0.405   -0.827   94.813    0.220    0.669
 33.000000    1.145    0.389    0.405   -0.827   93.475    0.217    0.088
 34.000000    1.139    0.389    0.405   -0.827   98.345    0.197    3.541
 35.000000    1.131    0.389    0.405   -0.827   83.011    0.221    0.093
 36.000000    1.195    0.389    0.405   -0.827   86.496    0.235    0.040
 37.000000    1.127    0.389    0.405   -0.827   95.943    0.205    0.353
 38.000000    1.127    0.389    0.405   -0.827   87.074    0.187    0.383
 39.000000    1.126    0.389    0.405   -0.827   94.233    0.215    0.029
 40.000000    1.179    0.389    0.405   -0.827   91.011    0.227    0.524
 41.000000    1.180    0.389    0.405   -0.827   96.264    0.198    3.436
 42.000000    1.107    0.389    0.405   -0.827   90.017    0.206    0.014
 43.000000    1.128    0.389    0.405   -0.827   95.651    0.212    0.539
 44.000000    1.184    0.389    0.405   -0.827   96.025    0.199    2.793
 45.000000    1.156    0.389    0.405   -0.827   99.629    0.210    0.803
 46.000000    1.178    0.389    0.405   -0.827   89.339    0.236    4.556
 47.000000    1.126    0.389    0.405   -0.827   91.970    0.210    1.905
 48.000000    1.217    0.389    0.405   -0.827   98.315    0.210    2.383
 49.000000    1.132    0.389    0.405   -0.827   94.877    0.211    1.159
 50.000000    1.161    0.389    0.405   -0.827   96.108    0.208    2.503
 51.000000    1.164    0.389    0.405   -0.827   95.808    0.209    1.597
 52.000000    1.151    0.389    0.405   -0.827   96.383    0.210    0.705
 53.000000    1.118    0.389    0.405   -0.827   99.420    0.200    2.766
 54.000000    1.123    0.389    0.405   -0.827   88.843    0.207    4.563
 55.000000    1.172    0.389    0.405   -0.827   95.527    0.198    2.607
 56.000000    1.140    0.389    0.405   -0.827   91.437    0.213    3.722
 57.000000    1.143    0.389    0.405   -0.827   96.706    0.204    1.657
 58.000000    1.145    0.389    0.405   -0.827   93.665    0.226    2.081
 59.000000    1.146    0.389    0.405   -0.827   88.853    0.217    0.087
 60.000000    1.150    0.389    0.405   -0.827   91.495    0.208    0.008
 61.000000    1.145    0.389    0.405   -0.827   92.631    0.205    0.027
 62.000000    1.180    0.389    0.405   -0.827   90.058    0.232    1.508
 63.000000    1.099    0.389    0.405   -0.827   98.998    0.229    2.193
 64.000000    1.139    0.389    0.405   -0.827   96.473    0.193    1.369
 65.000000    1.208    0.389    0.405   -0.827   96.458    0.209    5.029
 66.000000    1.148    0.389    0.405   -0.827  100.187    0.216    0.098
 67.000000    1.155    0.389    0.405   -0.827   88.686    0.229    3.497
 68.000000    1.166    0.389    0.405   -0.827   91.063    0.216    1.657
 69.000000    1.144    0.389    0.405   -0.827   92.011    0.221    0.913
 70.000000    1.163    0.389    0.405   -0.827   83.085    0.216    0.751
 71.000000    1.096    0.389    0.405   -0.827   89.142    0.214    0.166
 72.000000    1.128    0.389    0.405   -0.827   96.005    0.211    0.255
 73.000000    1.112    0.389    0.405   -0.827   98.506    0.207    0.725
 74.000000    1.134    0.389    0.405   -0.827   93.318    0.203    0.537
 75.000000    1.122    0.389    0.405   -0.827   94.728    0.239    0.919
 76.000000    1.157    0.389    0.405   -0.827   88.174    0.210    0.777
 77.000000    1.142    0.389    0.405   -0.827   96.165    0.208    0.799
 78.000000    1.146    0.389    0.405   -0.827   95.552    0.214    0.082
